Art17_FLAUWWTPID,ReportNetEnvelopeFileId,flatpComments,flatpEUFund,flatpEUFundName,flatpExpCapacity,flatpExpecDateCompletion,flatpExpecDatePerformance,flatpExpecDateStart,flatpExpecDateStartWork,flatpExpecTreatment,flatpExpLoad,flatpExpLoadTruck,flatpInv,flatpLoan,flatpLoanName,flatpMeasures,flatpOtherFund,flatpOtherFundName,flatpReasons,flatpStatus,repCode,uwwCode,uwwName
10877,27444,,0,nessuno,9333,,,,,3m,8241,,324371,,,ampliamento impianto esistente e collettamento rete NOTCON,,,rete fognaria non collettata ad impianto di trattamento,N,,IT03Q13000000451,RSFG0120130501_Besozzo - superiore 8
10878,27444,,0,nessuno,9333,,,,,3m,8241,,324371,,,ampliamento impianto esistente e collettamento rete NOTCON,,,rete fognaria non collettata ad impianto di trattamento,N,,IT03Q13000000452,RSFG0120130601_Besozzo - 9
10879,27444,,0,nessuno,9333,,,,,3m,8241,,324371,,,ampliamento impianto esistente e collettamento rete NOTCON,,,rete fognaria non collettata ad impianto di trattamento,N,,IT03Q13000000454,RSFG0120130701_Besozzo - 35
10880,27444,,0,nessuno,9333,,,,,3m,8241,,324371,,,ampliamento impianto esistente e collettamento rete NOTCON,,,rete fognaria non collettata ad impianto di trattamento,N,,IT03Q150000032,RSFG0120131601_Besozzo_23
10881,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,8000,,,,,3m,8000,,,,,In corso di esecuzione intervento di adeguamento e potenziamento dell'impianto di depurazione fino a 24.000 A.E.,,,Il carico generato in questo agglomerato non riceve un adeguato trattamento secondario.,N,,IT19AG00G0042DE001,IMPIANTO C.DA CAVALLO BIANCO
10882,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,50000,,,,,3NPm,46035,,2650000,,,Lavori di realizzazione della condotta di scarico delle acque depurate; lavori di realizzazione di una batteria di letti di essicamento; lavori di realizzazione di scolmatore delle acque di pioggia,,,Una parte del carico raccolto non è inviata a trattamento,N,,IT19AG00G0043DE001,IMPIANTO VIA LUIGI RICCI
10883,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,3000,,,,,3m,3000,,150000,,,Progetto di efficientamento ed adeguamento del depuratore,,,CATTIVO FUNZIONAMENTO,N,,IT19AG00G0044DE001,IMPIANTO C.DA GIACATO
10884,27444,,70,FESR 2014/2020,16500,,,,,2,16500,,,,,Complentamento del 2° modulo dell'impinato di depurazione (Progetto approvato in linea tecnica dalla commssione regionale LL.PP. Con parere n.7 del 17 e 30 luglio 2003 ed in linea amministrativa con delibera di G.M. del 20-01-2006),,,Performance di trattamento non conformi alla legge 152/2006,C,,IT19AG00G0045DE001,IMPIANTO C/DA TERRANOVA-FIORI PORTO PALO
10885,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,4400,,,,,3m,4325,,450000,,,Lavori per il completamento e l'adeguamento al Decreto Legislativo 152/06 e ss.mm.ii. Dell'impianto di depurazione esistente,,,I risultati del trattamento non sono stati trasmessi.,N,,IT19AG00G0046DE001,IMPIANTO C.DA STRETTO
10886,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,3500,,,,,2,3500,,1500000,,,Lavori per il completamento e l'adeguamento al Decreto Legislativo 152/06 e ss.mm.ii. Dell'impianto di depurazione esistente,,,CATTIVO FUNZIONAMENTO,N,,IT19AG00G0047DE001,IMPIANTO DI DEPURAZIONE DI MONTEVAGO
10887,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,21000,,,,,3Nm,11545,,750000,,,Lavori per il completamento e l'adeguamento al Decreto Legislativo 152/06 e ss.mm.ii. Dell'impianto di depurazione esistente,,,I risultati del trattamento non sono stati trasmessi.,N,,IT19AG00G0048DE001,IMPIANTO C.DA TRINITA'
10888,27444,,70,FESR 2014/2020,30000,,,,,2,27274,,4443243,,,Adeguamento impianto di depurazione,,,Performance di trattamento non conformi alla legge 152/2006,N,,IT19AG00G0049DE001,IMPIANTO C.DA CAPPELLO
10889,27444,Agglomerato in procedura d'infrazione 2004/2034,,,,,,,,2,,,975000,,,ID Delibera CIPE 60/2012 (33379) Adduzione dei reflui afferenti all'impianto di pretrattamento di c.da Pero al nuovo I.D. L'intervento è già stato realizzato,,,Assenza di trattamento secondario,N,,IT19AG00G0050DE001,LIDO AZZURRO
10890,27444,,70,FESR 2014/2020,33200,,,,,2,28728,,,,,,,,Percentuale di carico collettato da rete fognaria non inviato all'impianto superiore all'1% e comunque superiore a 2000 a.e.,N,,IT19AG00G0050DE002,IMPIANTO VIA MOLO LEVANTE
10891,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,15000,,,,,3m,12000,,450000,,,Progetto di adeguamento impianto depurazione,,,Una parte del carico raccolto non è inviata a trattamento,N,,IT19AG00G0051DE001,PIANO DI CORSA
10892,27444,,70,FESR 2014/2020,15000,,,,,2,15000,,500000,,,Adeguamento impianto di depurazione,,,,C,,IT19AG00G0052DE001,IMPIANTO C.DA BABBALUCIA
10893,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,18000,,,,,3m,15275,,2930000,,,Lavori per l'adeguamento al Decreto Legislativo 152/06 e ss.mm.ii. Dell'impianto di depurazione,,,Una parte del carico generato non confluisce al sistema fognario né risulta gestita tramite IAS,N,,IT19AG00G0053DE001,IMPIANTO C.DA S. VITO
10895,27444,Agglomerato in procedura d'infrazione 2004/2034,,,32250,,,,,2,27076,,2416000,,,ID Delibera CIPE (33381) Completamento della rete fognaria mediante la realizzazione di collettore di adduzione all'impianto di depurazione,,,Percentuale di carico collettato da rete fognaria non inviato all'impianto superiore all'1% e comunque superiore a 2000 a.e.,N,,IT19AG00G0055DE001,IMPIANTO C.DA TORRE-COSTA CONIGLIA
10896,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,9980,,,,,3NPm,9190,,,,,Conformità strutturale - devono essere inviate le analisi non appena rese disponibili dal gestore,,,Una parte del carico raccolto non è inviata a trattamento,N,,IT19AG00G0056DE001,IMPIANTO C.DA CASA BIANCA
10897,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,5100,,,,,3m,5000,,596017.11,,,Progetto di adeguamento alle norme di sicurezza dell'impianto di depurazione comunale,,,CATTIVO FUNZIONAMENTO,N,,IT19AG00G0057DE001,IMPIANTO C:DA PIZZUTA (C.DA PILI)
10898,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,12000,,,,,3m,9900,,,,,Conformità strutturale - devono essere inviate le analisi non appena rese disponibili dal gestore,,,Non è stato dimostrato che tutto il carico generato riceve un adeguato trattamento secondario.,N,,IT19AG00G0058DE001,IMPIANTO C.DA DON MATTEO (S.G. Gemini)
10900,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,6650,,,,,3m,6650,,,,,Conformità strutturale - devono essere inviate le analisi non appena rese disponibili dal gestore,,,Una parte del carico raccolto non è inviata a trattamento,N,,IT19AG00G0060DE001,IMPIANTO VIA CANNITELLO
10901,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,9000,,,,,3m,7892,,1055000,,,Completamento ed adeguamento del depuratore comunale al D.Lgs. n. 152/2006,,,I risultati del trattamento non sono stati trasmessi.,N,,IT19AG00G0062DE001,IMPIANTO DI C.DA PARATORE
10902,27444,Agglomerato in procedura d'infrazione 2004/2034,,,47500,,,,,3NPm,46060,,4000000,,,ID Delibera CIPE (33383) Realizzazione del secondo modulo dell'I.D.,,,Percentuale di carico collettato da rete fognaria non inviato all'impianto superiore all'1% e comunque superiore a 2000 a.e.,N,,IT19AG00G0063DE002,IMPIANTO C.DA BILLANTE
10903,27444,,70,FESR 2014/2020,8500,,,,,2,8000,,650000,,,Adeguamento impianto depurazione,,,Assenza di trattamento secondario,N,,IT19AG00G0064DE001,IMPIANTO FOSSO DELLE CANNE
10904,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,80000,,,,,2,80000,,10214352,,,Adeguamento dell'impianto di depurazione consortile San Cataldo (c.da Cammarella) - Ripristino/sostituzione delle opere elettromeccaniche dell'impianto di depurazione consortile San Cataldo (c.da Cammarella) nel Comune di Caltanissetta,,,Trattamento non adeguato,N,,IT19CL00G0001DE001,IMPIANTO C.DA CAMMARELLA CONSORTILE
10906,27444,,70,FESR 2014/2020,5500,,,,,2,4533,,1800000,,,Adeguamento dell'impianto di depurazione in località S. ta Barbara,,,Impianto non connesso,N,,IT19CL00G0001DE003,IMPIANTO C.DA S. BARBARA
10907,27444,,70,FESR 2014/2020,5600,,,,,2,5488,,,,,Nuovo depuratore a servizio del centro abitato. Già realizzato,,,Impianto non connesso,N,,IT19CL00G0004DE001,IMPIANTO DI C.DA FONTANA
10908,27444,,70,FESR 2014/2020,10000,,,,,2,9800,,3470600,,,Realizzazione di un nuovo depuratore a servizio delle frazioni a mare di Butera e Gela. Collettore di collegamento all'impianto di depurazione di c.da Desusino,,,,,,IT19CL00G0004DE002,NUOVO IMPIANTO C.DA DESUSINO
10909,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,4600,,,,,2,4015,,2000000,,,Adeguamento impianto di depurazione in c.da Sparaci,,,Analisi non conformi,N,,IT19CL00G0005DE001,IMPIANTO C.DA SPARACI-PARRINI
10910,27444,,70,FESR 2014/2020,4704,,,,,2,4704,,2500000,,,Nuovo Impianto di Depurazione,,,,,,IT19CL00G0006DE001,NUOVO IMPIANTO DI DEPURAZIONE DI DELIA
10911,27444,Agglomerato in procedura d'infrazione 2004/2034,,,25000,,,,,3Nm,23199,,4658400,,,ID Delibera CIPE 60/2012 (33385) Adeguamento e potenziamento dell'impianto di depurazione Macchitella nel Comune di Gela,,,Percentuale di carico collettato da rete fognaria non inviato all'impianto superiore all'1% e comunque superiore a 2000 a.e.,N,,IT19CL00G0007DE001,IMPIANTO C.DA MACCHITELLA
10912,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,2600,,,,,2,0,,3235600,,,Adeguamento dell'impianto di depurazione c.da Noce,,,Impianto non connesso,N,,IT19CL00G0008DE001,IMPIANTO C.DA NOCE
10913,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,21400,,,,,2,13766,,2000000,,,Adeguameto Impianto,,,Trattamento non adeguato,N,,IT19CL00G0009DE001,IMPIANTO C.DA MINNELLI-CHIMERA
10914,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,28500,,,,,2,2593,,1800000,,,Adeguameto Impianto,,,Trattamento non adeguato,N,,IT19CL00G0010DE001,IMPIANTO C.DA MARGIO NATALE
10915,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,500,,,,,2,432,,,,,Eliminazione impianto,,,Trattamento non adeguato,N,,IT19CL00G0010DE002,IMPIANTO VALLONE BIANCO (C.DA CHIAPPARA DEL TERRITORIO DI SUTERA)
10916,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,500,,,,,2,432,,,,,Eliminazione impianto,,,Trattamento non adeguato,N,,IT19CL00G0010DE003,IMPIANTO C.DA CAPPA (PURGATORIO)
10917,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,600,,,,,2,594,,,,,Eliminazione impianto,,,Trattamento non adeguato,N,,IT19CL00G0010DE004,IMPIANTO C.DA PIRITO-VILLAGGIO MASANIELLO
10918,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,3000,,,,,2,0,,2721000,,,Collettore di collegamento all'impianto di depurazione di Bompensiere,,,Trattamento non adeguato,N,,IT19CL00G0011DE001,IMPIANTO C.DA NAVE - MINTINA
10919,27444,,70,FESR 2014/2020,17000,,,,,2,14795,,3315980,,,Adeguamento dell'impianto di depurazione di c.da Poverone,,,,N,,IT19CL00G0012DE001,IMPIANTO C.DA POVERONE
10920,27444,Agglomerato in procedura d'infrazione 2004/2034,,,27250,,,,,3Nm,22533,,5500000,,,ID Delibera CIPE 60/2012 (33388) Costruzione depuratore in c.da Fontana del Conte,,,,,,IT19CL00G0013DE001,IMPIANTO C.DA FONTANA DEL CONTE
10921,27444,Agglomerato in procedura d'infrazione 2004/2034,,,6875,,,,,3Nm,5500,,2148100,,,ID Delibera CIPE 60/2012 (33387) Costruzione depuratore in c.da Gallenti,,,,,,IT19CL00G0013DE002,IMPIANTO C.DA GALLENTI
10922,27444,,70,FESR 2014/2020,3700,,,,,2,2684,,355570,,,Adeguamento dell'impianto di depurazione comunale,,,,C,,IT19CL00G0014DE001,IMPIANTO C.DA CULMA
10923,27444,,70,FESR 2014/2020,20000,,,,,2,13160,,4612000,,,Adeguamento dell'impianto di depurazione comunale,,,Performance di trattamento non conformi alla legge 152/2006,N,,IT19CL00G0015DE001,IMPIANTO PIANO DI MARGIO
10924,27444,,70,FESR 2014/2020,6500,,,,,2,6500,,1411957.5,,,Ripristino/ sostituzione delle opere elettromeccaniche e adeguamento dell'impianto di depurazione comunale,,,Performance di trattamento non conformi alla legge 152/2006,N,,IT19CL00G0017DE001,IMPIANTO C.DA ARENELLA
10925,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,8000,,,,,2,7040,,1000000,,,Adeguameto Impianto,,,Trattamento non adeguato,N,,IT19CL00G0018DE001,IMPIANTO C.DA MINTINA
10926,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,8000,,,,,2,8000,,2500000,,,Ripristino/sostituzione delle opere elettromeccaniche e adeguamento e ripristino impianto di depurazione di c.da Canale,,,Trattamento non adeguato,N,,IT19CL00G0019DE001,IMPIANTO C.DA CANALE
10927,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,2500,,,,,2,1804,,769230.7692,,,"Adeguamento impianto di depurazione di c.da Sotto Sant'Agata, P2 e P3",,,Analisi non conformi,N,,IT19CL00G0020DE001,IMPIANTO 1 (C.DA SOTTO S.AGATA)
10928,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,500,,,,,2,500,,153846.1538,,,"Adeguamento impianto di depurazione di c.da Sotto Sant'Agata, P2 e P3",,,Analisi non conformi,N,,IT19CL00G0020DE002,IMPIANTO 2 (C.DA PIETRAROTTA)
10929,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,250,,,,,2,250,,76923.0769,,,"Adeguamento impianto di depurazione di c.da Sotto Sant'Agata, P2 e P3",,,Analisi non conformi,N,,IT19CL00G0020DE003,IMPIANTO C.DA MURLACCHIELLO - S.PAOLINO
10930,27444,,70,FESR 2014/2020,5000,,,,,2,4215,,1900000,,,Adeguamento dell'impianto di depurazione comunale,,,Performance di trattamento non conformi alla legge 152/2006,N,,IT19CL00G0021DE001,IMPIANTO C.DA BUFFA
10931,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,4100,,,,,2,1886,,1000000,,,Adeguamento impianto di depurazione comunale,,,Trattamento non adeguato,C,,IT19CL00G0022DE001,IMPIANTO C.DA VASCELLI
10932,27444,,70,FESR 2014/2020,80000,,,,,3Nm,77937,,7003837.51,,,Somministrazione e fornitura necessarie al raddoppio della linea di trattamento biologico dell'impianto di depurazione all'interno della  raffineria di Gela,,,Percentuale di carico collettato da rete fognaria non inviato all'impianto superiore all'1% e comunque superiore a 2000 a.e.,N,,IT19CL00G6001DE001,"CONSORTILE AGIP, DI C/DA BETHLEM"
10933,27444,Agglomerato in procedura d'infrazione 2004/2034,,,170000,,,,,2,161285,,93589699,,,ID Delibera CIPE 60/2012(33390) Realizzazione impianto di depurazione consortile di Acireale,,,Performance di trattamento non conformi alla legge 152/2006,N,,IT19CT00G0005DE001,IMPIANTO CONSORTILE DI ACIREALE
10934,27444,Agglomerato in procedura d'infrazione 2004/2034,,,45000,,,,,3Nm,41456,,2126645.7,,,ID Delibera CIPE 60/2012 (33391) Adeguamento dell'impianto di depurazione del Comune di Adrano,,,Percentuale di carico collettato da rete fognaria non inviato all'impianto superiore all'1% e comunque superiore a 2000 a.e.,N,,IT19CT00G0006DE001,IMPIANTO COMUNALE (C.DA SERRA)
10935,27444,,70,FESR 2014/2020,30000,,,,,2,29400,,4664040,,,Adeguamento depuratore,,,Performance di trattamento non conformi alla legge 152/2006,C,,IT19CT00G0008DE001,IMPIANTO C.DA POGGIO ROSSO SOTTANO
10936,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,7000,,,,,3m,7000,,968303,,,Adeguamento depuratori,,,CATTIVO FUNZIONAMENTO,N,,IT19CT00G0010DE001,IMPIANTO C.DA IMPERIO
10937,27444,Agglomerato in procedura d'infrazione 2004/2034,,,56600,,,,,2,46237,,,,,ID Delibera CIPE 60/2012(33392) Potenziamento impianto di depurazione del Comune di Caltagirone Fraz. Poggiarelli,,,Percentuale di carico collettato da rete fognaria non inviato all'impianto superiore all'1% e comunque superiore a 2000 a.e.,N,,IT19CT00G0011DE003,IMPIANTO FRAZ. POGGIARELLI
10939,27444,,70,FESR 2014/2020,5200,,,,,3m,5200,,,,,,,,Una parte del carico raccolto non è inviata a trattamento,N,,IT19CT00G0014DE001,IMPIANTO CASTIGLIONE (C.DA S. FRANCESCO)
10940,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,15000,,,,,3NPm,15000,,881000,,,Grammichele-Progetto dei Revamping del depuratore sito in c.da Giandritto,,,CATTIVO FUNZIONAMENTO,N,,IT19CT00G0018DE002,IMPIANTO GRAMMICHELE (C.DA GIANDRITTO-ZACCANO)
10941,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,4400,,,,,3m,4378,,2276719.3,,,Completamento impianto e realizzazione collettori,,,I risultati del trattamento non sono stati trasmessi.,N,,IT19CT00G0020DE001,IMPIANTO C.DA S. VENERE
10944,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,8000,,,,,3m,7000,,955046.4,,,Adeguamento depuratore,,,"Il carico attribuito a questo agglomerato è diminuito, senza che alcuna giustificazione sia stata fornita.",N,,IT19CT00G0030DE001,IMPIANTO C.DA MULINELLO
10945,27444,Agglomerato in procedura d'infrazione 2004/2034,,,200000,,,,,2,198000,,14948013.5276,,,ID Delibera CIPE 60/2012(33395) Completamento depuratore consortile di Misterbianco,,,Performance di trattamento non conformi alla legge 152/2006,N,,IT19CT00G0031DE001,IMPIANTO CONSORTILE DI MISTERBIANCO
10946,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,12000,,,,,3m,12000,,2506281.61,,,Estensione rete,,,CATTIVO FUNZIONAMENTO,N,,IT19CT00G0032DE001,IMPIANTO C.DA ARDIZZONE
10947,27444,Agglomerato in procedura d'infrazione 2004/2034,,,17000,,,,,2,16944,,2200000,,,ID Delibera CIPE 60/2012 (33542) Messa in funzione ed adeguamentyo dell'I.D. Palagonia e nuovo intervento di adeguamento depuratore di Palagonia,,,Performance di trattamento non conformi alla legge 152/2006,N,,IT19CT00G0034DE001,IMPIANTO COMUNALE DI PALAGONIA
10948,27444,,70,FESR 2014/2020,55000,,,,,2,53900,,,,,,,,Percentuale di carico collettato da rete fognaria non inviato all'impianto superiore all'1% e comunque superiore a 2000 a.e.,N,,IT19CT00G0035DE001,IMPIANTO CONSORTILE DI PATERNÒ
10950,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,6000,,,,,3m,4224,,865790,,,Opere di adeguamento impianto depurazione e collettore esterno,,,I risultati del trattamento non sono stati trasmessi.,N,,IT19CT00G0038DE001,IMPIANTO DI RADDUSA
10951,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,12000,,,,,3m,12000,,23300000,,,1) Progetto di completamento dei canali fognari  ad ovest ed a sud-ovest del centro abitato (anni 2001-2002 e da rivedere); 2) progetto per la sistemazione del collettore fognario ad ovest dei 25 allloggi (anno 2013),,,CATTIVO FUNZIONAMENTO,N,,IT19CT00G0040DE001,IMPIANTO C.DA PIETRAROSA
10952,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,13000,,,,,3m,13000,,1746693.9,,,Progetto definitivo adeguamento del depuratore di c.da Ciarambella,,,CATTIVO FUNZIONAMENTO,N,,IT19CT00G0041DE001,IMPIANTO COMUNALE (C.DA CIARAMBELLA)
10953,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,3800,,,,,3m,3800,,852680,,,Opere di adeguamento impianto,,,CATTIVO FUNZIONAMENTO,C,,IT19CT00G0045DE001,IMPIANTO C.DA PIANA
10954,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,9000,,,,,3m,9000,,3200000,,,Potenziamento ed adeguamento impianto di depurazione,,,CATTIVO FUNZIONAMENTO,N,,IT19CT00G0048DE001,IMPIANTO C.DA SERRAORTO
10955,27444,Agglomerato in procedura d'infrazione 2004/2034,,,35000,,,,,2,28000,,4139000,,,"ID Delibera CIPE 60/2012(33396) Adeguamento del impianto depurazione consortile di Scordia - progetto di completamento
ID Delibera CIPE 60/2012(33541) Realizzazione collettore fognario da Militello a impianto di depurazione di Scordia",,,Performance di trattamento non conformi alla legge 152/2006,N,,IT19CT00G0052DE001,IMPIANTO CONSORTILE DI SCORDIA
10956,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,12000,,,,,3m,9449,,882500,,,Opere di adeguamento impianto,,,CATTIVO FUNZIONAMENTO,C,,IT19CT00G0057DE001,IMPIANTO C.DA GIARRUSO (ULMI GUZZA)
10957,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,2000,,,,,3m,1667,,882500,,,Opere di adeguamento impianto,,,CATTIVO FUNZIONAMENTO,N,,IT19CT00G0057DE002,IMPIANTO C.DA MASERA
10958,27444,Agglomerato in procedura d'infrazione 2004/2034,,,70000,,,,,2,79944,,9435192.8,,,ID Delibera CIPE 60/2012 (33394) Completamento depuratore consortile di Mascali,,,,N,,IT19CT00G1001DE001,IMPIANTO CONSORTILE DI MASCALI
10959,27444,Agglomerato in procedura d'infrazione 2004/2034,,,432500,,,,,2,602824,,76186137.3291,,,ID Delibera CIPE 90/2016 (33393) Completamento depuratore consortile di Catania ed estensione della rete,,,Percentuale di carico collettato da rete fognaria non inviato all'impianto superiore all'1% e comunque superiore a 2000 a.e.,N,,IT19CT00G7001DE001,IMPIANTO CONSORTILE DI CATANIA
10960,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,30000,,,,,2,26240,,4820478.49,,,RISTRUTTURAZIONE ED ADEGUAMENTO DELL'IMPIANTO DI DEPURAZIONE. C.da Sirieri,,,Trattamento non adeguato,N,,IT19EN00G0001DE001,IMPIANTO C.DA SIRIERI
10961,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,8000,,,,,2,0,,,,,Adeguameto Impianto,,,Impianto non connesso,N,,IT19EN00G0002DE001,IMPIANTO C.DA CAPO D'ORO
10962,27444,Agglomerato in procedura d'infrazione 2014/2059,70,FESR 2014/2020,6500,,,,,2,6500,,1076905,,,RISTRUTTURAZIONE ED ADEGUAMENTO DELL'IMPIANTO DI DEPURAZIONE. C.da Canalotto,,,Impianto non connesso,N,,IT19EN00G0003DE001,IMPIANTO C.DA CANALOTTO
